state,date,new_cases,new_deaths,total_cases,new_deaths,people_vaccinated_per_hundred
LA,2020-02-01,0,0,0,0,
OR,2021-07-13,336,3,211065,3,59.5
RI,2020-12-01,1054,7,55286,7,
LA,2022-01-17,0,0,996623,0,58.5
SC,2021-07-18,606,1,604751,1,45.4
SC,2022-01-10,14268,12,1102076,12,63.5
MN,2021-10-22,2134,22,770246,22,64.7
NJ,2020-08-30,314,4,195070,4,
SC,2021-03-04,1390,40,528161,40,15.2
AZ,2020-05-19,396,18,14566,18,
WY,2021-03-26,126,0,56046,0,25.4
NJ,2021-08-15,1274,3,1060934,3,68.0
FSM,2021-10-01,0,0,7,0,
FSM,2020-10-09,0,0,0,0,
MN,2022-01-31,12088,29,1321753,29,73.5
WY,2020-02-04,0,0,0,0,
MN,2021-01-06,2326,76,427587,76,0.0
SC,2020-06-11,496,6,16520,6,
AZ,2020-01-28,0,0,1,0,
DC,2021-12-11,0,0,68702,0,84.4
LA,2021-07-28,4699,14,531952,14,41.5
VA,2021-07-22,750,7,688300,7,60.8
RI,2020-08-25,73,4,20315,4,
LA,2020-11-15,2532,11,204513,11,
KY,2021-06-20,94,5,460909,5,48.7
KY,2021-09-30,2221,66,701555,66,60.7
DC,2020-08-31,33,1,13992,1,
AZ,2020-11-03,1682,38,249996,38,
AZ,2020-06-10,1557,25,29853,25,
NJ,2022-03-17,1083,13,2185323,13,89.5
LA,2020-11-26,0,0,225638,0,
NJ,2022-01-10,23060,38,1866737,38,85.1
OR,2020-10-03,348,8,34511,8,
SC,2021-03-22,613,20,546318,20,23.3
FSM,2021-09-18,0,0,7,0,
KY,2021-01-15,3846,48,327059,48,0.0
WY,2020-08-29,21,0,3784,0,
MN,2021-06-11,161,12,603466,12,55.4
DC,2022-03-08,408,3,135086,3,95.0
KY,2020-08-22,804,13,48148,13,
OR,2022-01-01,0,0,421263,0,74.1
NJ,2021-06-13,207,3,1019563,3,62.7
SC,2020-09-03,829,35,125489,35,
NJ,2020-06-25,493,53,171064,53,
DC,2021-11-20,0,0,66028,0,79.3
MN,2020-12-25,0,0,404403,0,0.0
AZ,2020-02-14,0,0,1,0,
VA,2021-12-28,12113,36,1087406,36,78.8
LA,2021-12-01,943,7,771837,7,55.7
FSM,2021-11-12,0,0,7,0,
VA,2020-02-02,0,0,0,0,
LA,2021-09-10,2173,64,712574,64,50.4
RI,2020-07-25,77,0,17354,0,
OR,2020-07-18,347,3,14149,3,
MN,2020-10-29,2867,32,142311,32,
SC,2021-04-21,750,11,572999,11,34.9
FSM,2021-10-29,0,0,7,0,
SC,2020-02-05,0,0,0,0,
DC,2022-02-25,0,0,134326,0,95.0
OR,2021-05-17,198,3,195882,3,50.8
AZ,2021-12-26,344,-1,1355052,-1,67.0
OR,2021-08-13,1765,7,238463,7,61.9
OR,2021-09-09,2414,21,294392,21,64.9
RI,2021-11-24,513,2,179749,2,82.4
AZ,2021-04-12,675,0,850236,0,35.2
SC,2020-03-08,3,0,5,0,
DC,2020-01-26,0,0,0,0,
LA,2020-03-14,0,0,33,0,
DC,2020-07-07,54,0,10569,0,
FSM,2020-03-30,0,0,0,0,
WY,2021-06-03,102,0,60549,0,37.2
OR,2020-07-02,363,1,9294,1,
LA,2022-03-01,0,0,1162537,0,60.2
FSM,2020-11-23,0,0,0,0,
DC,2020-05-11,117,5,6389,5,
DC,2021-03-10,96,1,42006,1,14.9
DC,2020-11-27,201,0,20937,0,
RI,2022-01-09,5074,3,261538,3,90.6
RI,2020-08-12,88,2,19074,2,
VA,2020-09-19,857,25,140512,25,
MN,2021-08-25,1400,7,640459,7,61.3
FSM,2021-11-21,0,0,7,0,
WY,2021-10-09,277,0,94580,0,49.3
SC,2021-12-08,891,17,927609,17,61.1
VA,2022-03-03,1097,50,1645792,50,84.6
FSM,2021-07-19,0,0,6,0,
RI,2020-11-16,544,5,41876,5,
VA,2022-02-11,3955,102,1606646,102,83.9
LA,2021-04-13,452,14,450279,14,29.9
WY,2021-04-16,64,0,57267,0,32.2
LA,2022-03-03,534,34,1164344,34,60.2
OR,2021-01-08,1762,7,122847,7,0.0
NJ,2021-11-08,852,7,1208321,7,75.9
AZ,2021-04-07,750,27,846855,27,32.7
SC,2021-06-02,121,2,593479,2,41.0
AZ,2020-12-17,5820,147,435346,147,0.0
RI,2021-10-24,149,0,169792,0,77.4
NJ,2020-05-25,942,11,155376,11,
LA,2021-10-18,361,11,752951,11,52.8
LA,2020-12-25,0,0,296499,0,0.0
LA,2020-12-08,2426,45,254562,45,
OR,2020-08-04,333,5,19699,5,
NJ,2020-12-01,5463,90,373246,90,
RI,2020-08-13,99,1,19173,1,
AZ,2020-03-05,1,0,3,0,
MN,2020-11-29,8946,57,312969,57,
KY,2022-01-18,9693,33,1050050,33,63.6
MN,2020-12-24,1884,79,404403,79,0.0
KY,2020-03-17,7,0,44,0,
VA,2021-12-09,2848,27,994069,27,76.7
MN,2020-01-26,0,0,0,0,
AZ,2021-05-06,601,7,866623,7,41.7
WY,2020-07-27,45,0,2520,0,
AZ,2021-06-28,413,0,893560,0,49.4
OR,2020-09-05,255,5,27856,5,
AZ,2021-03-03,1284,29,820579,29,17.5
AZ,2021-05-19,540,17,874605,17,44.1
FSM,2021-12-03,0,0,7,0,
LA,2021-01-06,6876,46,333524,46,0.0
DC,2021-08-28,155,0,54711,0,67.2
SC,2020-05-21,156,8,9497,8,
RI,2021-04-23,328,0,138964,0,48.2
AZ,2020-05-27,479,24,17262,24,
WY,2020-05-19,10,0,776,0,
LA,2020-10-24,0,0,182603,0,
LA,2020-07-07,1936,23,68263,23,
VA,2020-12-20,4041,4,310889,4,0.0
LA,2021-05-05,466,13,460803,13,32.4
WY,2021-01-17,295,0,49363,0,0.0
DC,2020-12-23,326,7,27226,7,0.0
AZ,2022-03-01,0,0,1976890,0,71.5
LA,2022-01-06,14077,11,893626,11,57.8
WY,2020-04-10,14,0,253,0,
AZ,2020-12-21,7751,1,461667,1,0.0
NJ,2021-10-19,1238,31,1183289,31,74.0
NJ,2020-07-08,202,142,175339,142,
LA,2021-05-16,370,0,465573,0,34.0
MN,2021-01-08,2374,48,431944,48,0.0
DC,2021-04-29,81,1,47614,1,47.4
LA,2021-02-25,764,33,427689,33,12.9
AZ,2021-07-29,1759,15,923204,15,52.8
SC,2021-12-02,1133,34,921400,34,60.5
AZ,2021-03-01,1039,-1,818446,-1,17.1
FSM,2020-12-08,0,0,0,0,
OR,2020-08-22,289,3,24710,3,
WY,2021-11-13,0,0,107483,0,52.1
SC,2020-11-08,1940,10,186627,10,
LA,2021-03-23,705,7,441771,7,23.2
RI,2021-03-27,428,2,129018,2,30.9
KY,2021-08-20,4227,33,537132,33,55.3
MN,2020-08-23,714,4,70298,4,
VA,2021-05-07,779,11,666111,11,49.1
FSM,2020-11-16,0,0,0,0,
NJ,2020-08-13,692,8,189389,8,
FSM,2021-08-09,0,0,7,0,
MN,2020-03-16,6,0,60,0,
WY,2021-07-18,61,0,63645,0,40.7
RI,2020-11-24,714,16,49043,16,
RI,2022-03-14,97,0,340315,0,95.0
MN,2021-09-12,892,3,668280,3,62.6
KY,2022-01-24,6852,43,1127896,43,64.4
OR,2020-09-15,178,8,29662,8,
WY,2021-08-01,112,0,65351,0,41.8
SC,2020-07-19,1554,38,69603,38,
OR,2021-07-15,316,7,211631,7,59.6
RI,2020-06-18,44,9,15389,9,
SC,2020-02-22,0,0,0,0,
FSM,2021-07-14,0,0,5,0,
FSM,2021-06-10,0,0,1,0,
LA,2020-05-17,315,12,34498,12,
LA,2020-08-02,3467,58,119747,58,
VA,2021-08-01,1236,1,698102,1,61.9
VA,2021-07-25,645,0,690370,0,61.1
RI,2020-07-24,87,1,17277,1,
FSM,2021-08-19,0,0,7,0,
VA,2022-01-20,17028,-1,1451731,-1,82.6
WY,2020-06-20,6,0,1179,0,
LA,2021-10-28,491,19,758230,19,53.7
VA,2021-07-07,291,5,681890,5,59.6
MN,2020-11-21,6252,51,262952,51,
MN,2021-08-10,1685,7,620591,7,59.9
DC,2020-08-22,65,2,13534,2,
KY,2022-02-19,2679,33,1286833,33,65.2
WY,2021-03-15,164,0,55327,0,22.3
OR,2022-01-25,6902,41,597172,41,75.8
RI,2021-07-15,54,4,145189,4,65.7
MN,2020-03-05,0,0,0,0,
DC,2020-09-22,43,0,15021,0,
AZ,2020-12-29,2802,171,507568,171,0.0
MN,2020-06-24,0,0,33763,0,
OR,2020-11-02,549,1,45978,1,
RI,2022-02-06,391,2,331490,2,95.0
OR,2021-01-13,1329,41,129109,41,0.0
SC,2021-01-09,6474,63,367016,63,0.0
VA,2022-02-21,5185,145,1630683,145,84.3
RI,2020-02-06,0,0,0,0,
AZ,2020-04-08,151,7,2726,7,
VA,2020-10-07,1844,25,155535,25,
WY,2020-12-11,562,22,38785,22,
AZ,2022-02-11,2781,52,1941802,52,70.8
KY,2021-02-23,1328,17,405054,17,13.5
KY,2021-08-08,1636,13,498513,13,53.4
KY,2021-06-13,88,4,459732,4,47.8
WY,2022-03-09,71,0,155629,0,58.1
FSM,2020-09-23,0,0,0,0,
KY,2020-09-20,447,9,67510,9,
WY,2021-06-15,69,9,61303,9,38.3
WY,2020-11-06,996,0,16405,0,
LA,2021-05-03,253,11,459340,11,32.4
AZ,2020-12-25,12941,115,487269,115,0.0
KY,2022-02-24,1994,25,1295098,25,65.2
VA,2021-12-02,2598,12,976599,12,75.8
VA,2020-10-26,1134,19,175409,19,
RI,2020-05-02,361,17,7852,17,
SC,2021-05-19,320,13,589283,13,39.1
MN,2021-12-14,9025,46,969450,46,70.3
KY,2020-11-24,3120,33,169981,33,
KY,2021-12-02,2853,24,795693,24,60.5
FSM,2021-07-06,0,0,5,0,
SC,2021-12-20,1101,1,941398,1,62.1
AZ,2021-01-31,5028,22,758849,22,0.0
KY,2020-08-02,396,9,34721,9,
NJ,2021-10-21,1468,22,1185863,22,74.1
NJ,2021-10-07,2065,9,1166443,9,73.1
FSM,2021-08-10,0,0,7,0,
KY,2021-08-31,4825,48,583695,48,57.0
KY,2021-05-06,607,5,448437,5,41.9
DC,2020-08-30,34,1,13959,1,
FSM,2021-04-10,0,0,1,0,
NJ,2021-08-10,1629,9,1051712,9,67.3
OR,2021-11-20,0,0,384062,0,70.5
MN,2021-09-09,1211,9,664459,9,62.4
OR,2021-03-24,369,1,162385,1,24.8
WY,2021-03-28,0,0,56046,0,25.5
VA,2020-03-27,0,0,604,0,
LA,2021-10-13,551,30,750473,30,52.5
LA,2020-04-07,1417,70,16284,70,
SC,2020-12-17,2947,43,267871,43,0.0
FSM,2020-11-11,0,0,0,0,
LA,2020-04-23,481,67,25798,67,
SC,2020-07-30,1736,31,88206,31,
MN,2021-12-25,0,0,996224,0,71.1
KY,2021-10-09,1953,40,721300,40,61.6
WY,2021-10-17,342,0,97821,0,49.8
OR,2020-07-22,255,2,15394,2,
OR,2022-02-03,5416,18,649389,18,76.3
MN,2021-02-20,870,11,478157,11,13.8
WY,2021-07-13,97,9,63235,9,40.4
SC,2020-06-24,914,14,27557,14,
LA,2020-12-30,6744,51,311229,51,0.0
FSM,2021-12-31,0,0,7,0,
NJ,2020-05-16,1190,111,145247,111,
NJ,2021-10-26,1473,33,1191912,33,74.6
WY,2022-02-21,0,0,154082,0,57.9
WY,2021-01-09,72,0,46719,0,0.0
AZ,2022-01-11,14160,213,1505580,213,68.3
AZ,2021-05-11,683,19,870155,19,42.8
VA,2020-04-20,640,24,9630,24,
MN,2021-01-19,919,6,448268,6,0.0
VA,2021-04-29,1249,19,659590,19,46.6
SC,2021-11-02,427,12,901049,12,57.7
NJ,2021-10-10,1433,7,1171573,7,73.4
RI,2021-03-06,315,6,122041,6,21.0
VA,2021-07-02,161,0,680905,0,59.3
DC,2020-03-13,1,0,3,0,
LA,2021-04-27,452,10,456884,10,32.0
VA,2021-11-27,0,0,964887,0,74.9
MN,2020-11-25,6387,75,289303,75,
FSM,2020-04-07,0,0,0,0,
NJ,2021-02-03,2311,109,705807,109,0.0
AZ,2022-01-08,16504,88,1461633,88,68.1
MN,2020-02-22,0,0,0,0,
OR,2020-04-07,49,4,1181,4,
KY,2022-01-08,7935,37,941300,37,63.0
DC,2021-05-22,29,0,48718,0,55.3
WY,2022-02-23,113,0,154662,0,57.9
OR,2021-03-29,212,0,164164,0,27.5
SC,2020-12-13,3646,52,256522,52,
OR,2021-01-31,0,0,142416,0,0.0
NJ,2022-01-17,9078,31,2003580,31,85.9
VA,2020-06-15,445,18,55331,18,
RI,2021-08-01,144,0,146802,0,67.5
SC,2021-04-17,984,12,569900,12,34.1
MN,2022-01-23,0,0,1216734,0,73.2
MN,2020-11-15,7553,31,223581,31,
RI,2020-03-25,16,0,139,0,
FSM,2020-05-11,0,0,0,0,
LA,2021-10-19,581,38,753532,38,52.9
MN,2021-03-24,1310,9,508541,9,27.7
VA,2020-06-12,658,7,53869,7,
AZ,2021-07-19,1034,0,909282,0,51.9
SC,2020-08-02,1623,35,93095,35,
AZ,2021-10-28,2795,-11,1159526,-11,61.0
NJ,2021-06-28,148,1,1022978,1,62.6
WY,2020-08-18,32,1,3363,1,
NJ,2020-09-11,530,9,199929,9,
FSM,2021-09-30,0,0,7,0,
AZ,2021-02-14,1950,30,797757,30,11.2
DC,2022-03-09,0,0,135086,0,95.0
NJ,2022-01-24,4844,40,2072536,40,86.9
MN,2021-05-07,1450,12,585677,12,48.5
AZ,2020-01-26,1,0,1,0,
DC,2021-11-27,0,0,66510,0,80.6
FSM,2021-02-22,0,0,1,0,
AZ,2020-04-10,94,8,3112,8,
OR,2020-06-13,158,1,5535,1,
LA,2021-07-29,4414,20,536366,20,41.8
KY,2021-02-18,1356,28,399447,28,12.0
KY,2021-02-27,951,14,409519,14,15.2
KY,2021-06-19,155,5,460815,5,48.6
WY,2020-09-23,153,1,5169,1,
FSM,2020-08-25,0,0,0,0,
DC,2020-06-07,63,6,9332,6,
NJ,2020-11-06,2760,13,264860,13,
WY,2021-05-27,87,0,60048,0,36.6
AZ,2020-10-22,995,5,235041,5,
WY,2020-09-14,46,4,4392,4,
NJ,2021-10-29,1306,12,1196472,12,74.9
SC,2022-03-02,403,16,1462902,16,66.6
MN,2021-04-20,1185,5,558850,5,42.8
LA,2020-07-12,1319,13,78122,13,
MN,2020-09-13,638,3,84949,3,
WY,2021-01-10,113,0,46832,0,0.0
SC,2021-02-15,1477,34,503068,34,10.6
VA,2022-01-05,15841,12,1202736,12,79.6
MN,2020-04-18,39,6,2213,6,
AZ,2021-09-02,3470,26,1020133,26,56.9
NJ,2021-01-20,5438,152,641140,152,0.0
MN,2022-02-17,1815,37,1402439,37,74.1
LA,2020-09-22,752,11,163253,11,
LA,2020-05-08,203,19,30928,19,
MN,2020-09-10,0,0,82249,0,
MN,2020-08-20,825,8,68133,8,
RI,2021-01-04,634,16,88437,16,0.0
KY,2021-01-14,4018,53,323213,53,0.0
OR,2021-06-29,224,7,208446,7,58.4
RI,2020-11-29,918,3,53367,3,
WY,2020-05-25,5,0,843,0,
SC,2021-11-07,656,33,904732,33,58.1
MN,2021-03-05,796,13,488170,13,18.5
NJ,2020-12-20,5688,21,476340,21,0.0
DC,2021-06-14,7,1,49179,1,58.9
MN,2022-02-14,4330,33,1392731,33,74.1
NJ,2020-05-04,1533,39,128297,39,
RI,2020-02-19,0,0,0,0,
KY,2020-08-07,713,9,37981,9,
RI,2021-12-23,1451,3,205529,3,87.8
KY,2021-07-17,580,0,468117,0,50.6
MN,2020-09-25,1470,10,95659,10,
MN,2021-06-14,116,5,603876,5,55.8
NJ,2021-05-26,395,35,1014974,35,59.0
RI,2021-06-08,23,2,144352,2,62.1
NJ,2021-05-29,255,16,1015889,16,59.9
LA,2022-01-24,16363,50,1076385,50,59.3
AZ,2022-02-04,9077,100,1903412,100,70.4
VA,2020-11-14,1161,1,201961,1,
VA,2020-05-15,1011,25,29683,25,
KY,2021-05-23,222,8,455086,8,45.2
OR,2020-03-31,84,2,690,2,
VA,2021-07-20,678,4,686884,4,60.6
FSM,2021-04-03,0,0,1,0,
KY,2020-07-11,669,5,21246,5,
MN,2021-01-27,827,18,457317,18,0.0
OR,2020-10-20,342,5,40136,5,
OR,2021-05-22,505,5,198356,5,52.5
AZ,2021-10-27,6299,81,1156731,81,61.0
MN,2021-08-14,486,1,625337,1,60.3
MN,2020-05-03,1010,33,7238,33,
DC,2020-08-02,69,1,12274,1,
NJ,2020-11-10,4447,21,278213,21,
KY,2020-02-23,0,0,0,0,
DC,2021-03-17,81,2,42811,2,18.9
FSM,2021-03-24,0,0,1,0,
OR,2020-06-23,191,0,7274,0,
RI,2020-08-16,83,0,19436,0,
WY,2021-04-15,76,0,57203,0,31.8
SC,2022-02-13,2422,16,1444219,16,66.1
KY,2021-04-02,581,11,430472,11,32.0
AZ,2021-09-11,3355,36,1045835,36,57.9
RI,2021-02-18,382,14,116802,14,10.4
VA,2020-04-07,312,12,3645,12,
KY,2020-03-04,0,0,0,0,
FSM,2021-10-06,0,0,7,0,
OR,2021-08-10,2333,9,232436,9,61.6
NJ,2021-07-31,1182,7,1039353,7,66.0
NJ,2020-10-12,627,1,220650,1,
DC,2020-04-09,83,5,1523,5,
WY,2020-03-10,0,0,0,0,
DC,2021-01-24,224,2,35301,2,0.0
DC,2021-01-14,220,11,32820,11,0.0
AZ,2021-07-01,472,3,895347,3,50.5
RI,2021-04-26,145,3,139587,3,50.7
NJ,2021-01-25,4143,21,666951,21,0.0
LA,2020-06-06,497,13,42486,13,
FSM,2021-06-06,0,0,1,0,
RI,2020-09-02,76,1,20921,1,
VA,2020-11-20,2348,26,215680,26,
DC,2021-09-27,189,2,60772,2,70.5
LA,2021-08-12,5287,54,607228,54,45.7
LA,2020-11-21,0,0,216709,0,
LA,2022-02-12,0,0,1149234,0,59.9
NJ,2021-03-15,2660,22,840685,22,24.3
KY,2021-10-20,1576,35,737271,35,62.2
OR,2022-02-16,1714,23,682566,23,76.7
DC,2020-05-08,245,19,5899,19,
VA,2020-02-24,0,0,0,0,
DC,2021-08-11,127,0,51853,0,65.3
WY,2022-01-24,2504,0,137873,0,56.9
KY,2020-04-30,210,8,4711,8,
LA,2020-01-25,0,0,0,0,
RI,2021-01-22,881,7,104353,7,0.0
FSM,2021-12-15,0,0,7,0,
RI,2020-09-10,74,5,21570,5,
RI,2020-09-04,98,0,21082,0,
NJ,2020-01-24,0,0,0,0,
AZ,2020-07-18,2781,147,141304,147,
WY,2022-03-22,81,14,155988,14,58.3
MN,2020-08-02,0,0,55947,0,
AZ,2021-05-30,623,0,881089,0,46.2
VA,2021-01-10,4530,10,403386,10,0.0
DC,2020-05-10,170,12,6272,12,
RI,2020-05-28,179,22,13527,22,
NJ,2022-03-28,643,6,2195963,6,89.7
FSM,2022-01-28,0,0,7,0,
AZ,2020-12-15,4137,64,424686,64,0.0
DC,2020-08-06,75,0,12518,0,
KY,2022-02-20,1194,21,1288027,21,65.2
VA,2021-10-11,1644,32,895619,32,69.4
DC,2021-01-10,334,4,31791,4,0.0
WY,2021-09-03,604,0,77206,0,45.8
AZ,2021-05-13,544,8,871168,8,43.1
DC,2020-08-12,63,0,12959,0,
OR,2020-04-08,58,5,1239,5,
WY,2021-01-30,14,0,51704,0,0.0
SC,2021-12-05,1034,3,925228,3,60.8
VA,2022-03-24,1003,24,1665096,24,84.9
KY,2021-10-06,2525,31,715322,31,61.3
FSM,2020-09-30,0,0,0,0,
FSM,2021-04-29,0,0,1,0,
VA,2020-01-29,0,0,0,0,
NJ,2020-11-20,4213,23,321570,23,
SC,2021-03-13,1044,37,537538,37,19.8
FSM,2021-11-03,0,0,7,0,
RI,2022-02-20,151,0,336565,0,95.0
AZ,2021-12-16,2911,20,1326908,20,66.1
KY,2020-08-11,1010,7,40305,7,
LA,2020-03-11,7,0,8,0,
OR,2021-08-11,1957,8,234393,8,61.7
AZ,2021-10-24,1484,11,1149824,11,60.9
OR,2020-03-23,30,0,191,0,
VA,2021-02-28,1124,231,577174,231,15.8
FSM,2021-06-12,0,0,1,0,
FSM,2020-07-03,0,0,0,0,
KY,2021-09-04,4937,65,605701,65,57.8
NJ,2021-05-02,1198,12,1000010,12,52.2
VA,2021-12-08,3074,30,991221,30,76.7
KY,2022-01-28,14526,36,1181495,36,64.5
AZ,2020-03-08,0,0,5,0,
VA,2020-10-06,509,12,153691,12,
NJ,2021-09-08,3498,29,1108291,29,70.7
VA,2022-01-06,18300,8,1221036,8,79.6
NJ,2021-08-19,2022,10,1067758,10,68.5
NJ,2021-08-20,2940,8,1070698,8,68.6
DC,2021-09-28,126,0,60898,0,70.6
AZ,2020-03-10,2,0,8,0,
WY,2022-02-03,744,0,149126,0,57.4
RI,2021-11-12,291,2,174349,2,79.9
LA,2021-05-04,997,12,460337,12,32.4
LA,2020-05-04,363,52,29746,52,
MN,2020-12-23,1508,75,402519,75,0.0
RI,2020-05-11,222,8,10277,8,
OR,2021-03-02,250,13,156037,13,15.6
NJ,2021-05-01,1589,34,998812,34,52.0
VA,2020-12-24,4078,29,327993,29,0.0
OR,2020-05-12,72,0,3358,0,
LA,2022-01-31,8836,43,1114109,43,59.5
KY,2020-05-08,186,11,6384,11,
SC,2020-05-05,121,10,6811,10,
SC,2021-01-22,4949,31,429820,31,0.0
MN,2021-07-09,139,5,606297,5,57.5
AZ,2020-12-03,5445,82,346689,82,
SC,2020-10-20,625,12,166044,12,
SC,2020-09-04,1456,16,126945,16,
NJ,2020-09-05,367,7,197486,7,
OR,2022-03-10,418,54,698982,54,77.1
DC,2021-07-31,104,0,50502,0,64.0
SC,2020-10-02,756,17,150152,17,
RI,2021-04-20,312,3,137984,3,46.5
VA,2020-05-04,0,0,19492,0,
SC,2021-04-05,676,1,559247,1,29.1
WY,2021-05-20,214,0,59590,0,35.9
VA,2021-09-04,2390,11,784135,11,65.8
FSM,2021-10-16,0,0,7,0,
DC,2021-05-12,54,2,48336,2,52.4
AZ,2022-01-14,20257,66,1563193,66,68.6
LA,2022-01-18,29125,58,1025748,58,58.5
DC,2021-07-12,25,1,49526,1,62.3
RI,2022-02-19,277,0,336414,0,95.0
WY,2020-06-17,25,0,1114,0,
VA,2020-12-21,3593,51,314482,51,0.0
OR,2020-06-08,114,0,4922,0,
OR,2020-11-27,826,3,70832,3,
VA,2021-02-23,1907,149,568946,149,14.1
SC,2020-02-04,0,0,0,0,
SC,2020-03-10,0,0,6,0,
SC,2021-08-11,2777,16,650526,16,48.3
WY,2021-11-18,425,0,109083,0,52.7
MN,2021-12-12,0,0,956779,0,70.3
MN,2021-03-03,779,17,486434,17,17.6
FSM,2020-08-05,0,0,0,0,
DC,2020-11-02,69,1,17438,1,
MN,2021-07-13,386,3,606870,3,57.6
WY,2020-12-06,376,0,36317,0,
RI,2020-12-07,1152,17,63010,17,
NJ,2022-02-20,2900,54,2158300,54,88.7
AZ,2021-02-16,1135,3,800233,3,11.8
NJ,2021-07-30,1119,5,1038171,5,65.8
VA,2020-12-22,4651,55,319133,55,0.0
NJ,2021-08-17,1821,19,1064059,19,68.2
VA,2021-10-13,2602,59,900581,59,69.5
NJ,2020-12-27,2954,17,509099,17,0.0
OR,2020-04-11,76,3,1447,3,
KY,2020-11-26,3395,49,176805,49,
NJ,2021-03-03,3691,128,799476,128,17.5
SC,2020-05-03,199,17,6549,17,
SC,2021-09-28,1831,44,855875,44,55.1
FSM,2021-12-02,0,0,7,0,
AZ,2022-02-17,2781,209,1959866,209,71.1
OR,2021-11-05,1136,19,372137,19,68.7
OR,2021-06-25,229,1,207787,1,58.1
AZ,2020-09-10,462,22,207095,22,
VA,2021-11-08,3448,70,938376,70,72.0
SC,2021-01-31,3591,31,464864,31,0.0
DC,2021-08-24,133,0,54031,0,66.7
LA,2021-02-11,2728,27,417415,27,0.0
WY,2020-02-13,0,0,0,0,
OR,2021-11-12,1802,20,378174,20,69.3
AZ,2020-04-27,190,0,6716,0,
NJ,2022-03-25,1176,8,2193470,8,89.6
WY,2021-07-27,172,10,64623,10,41.2
RI,2020-11-18,1233,6,43669,6,
OR,2020-03-04,0,0,3,0,
OR,2021-04-11,483,0,170568,0,34.9
OR,2020-05-30,54,2,4185,2,
AZ,2021-01-08,11661,197,596627,197,0.0
AZ,2020-12-04,5683,64,352372,64,
DC,2021-12-18,0,0,71219,0,86.1
VA,2020-09-04,948,15,125727,15,
SC,2021-08-25,3996,32,705901,32,50.7
FSM,2022-02-09,0,0,7,0,
WY,2022-03-23,0,0,155988,0,58.3
VA,2020-07-15,904,15,74431,15,
NJ,2020-02-17,0,0,0,0,
KY,2022-03-05,707,13,1303842,13,65.4
FSM,2021-05-15,0,0,1,0,
WY,2020-05-24,25,0,838,0,
OR,2020-04-28,31,7,2385,7,
SC,2020-08-05,1271,53,96715,53,
RI,2020-03-16,1,0,20,0,
DC,2021-07-23,43,0,49973,0,63.2
DC,2021-10-03,153,0,61637,0,71.1
SC,2021-01-15,3459,81,396422,81,0.0
NJ,2020-10-09,991,3,218227,3,
VA,2020-03-06,0,0,0,0,
RI,2020-04-10,252,6,1855,6,
NJ,2022-01-27,6724,115,2092109,115,87.2
FSM,2021-03-01,0,0,1,0,
RI,2020-05-14,215,6,10886,6,
FSM,2021-08-05,0,0,7,0,
AZ,2020-08-25,860,21,199350,21,
NJ,2022-03-30,1369,5,2198339,5,89.7
AZ,2021-03-09,563,-2,828425,-2,19.7
FSM,2020-02-26,0,0,0,0,
MN,2021-03-10,905,9,493013,9,21.0
NJ,2020-05-23,390,96,153379,96,
VA,2020-10-18,690,24,166828,24,
WY,2020-02-12,0,0,0,0,
VA,2021-10-14,2357,46,902938,46,69.6
SC,2021-06-19,205,1,596758,1,42.7
KY,2020-04-13,75,9,2123,9,
MN,2021-05-04,995,11,581335,11,48.1
LA,2021-02-15,503,33,420394,33,11.1
DC,2020-10-02,65,1,15423,1,
AZ,2021-03-19,423,46,835655,46,23.6
RI,2020-09-01,64,2,20845,2,
WY,2020-12-24,0,0,42664,0,0.0
AZ,2021-07-26,1441,0,918609,0,52.5
FSM,2020-11-09,0,0,0,0,
MN,2021-09-10,2037,13,666496,13,62.5
RI,2021-09-13,211,4,158384,4,73.3
KY,2020-11-19,4158,45,154730,45,
AZ,2020-05-15,495,27,13169,27,
VA,2022-01-14,16841,5,1368271,5,80.4
MN,2020-08-09,618,3,61516,3,
SC,2020-10-25,999,14,171179,14,
NJ,2020-02-08,0,0,0,0,
MN,2021-09-18,818,3,682431,3,63.0
WY,2021-02-22,105,0,53900,0,15.7
OR,2021-02-22,316,0,153134,0,13.2
OR,2022-03-08,352,29,698127,29,77.1
RI,2020-06-03,73,10,14275,10,
KY,2021-11-09,1709,11,758700,11,58.1
MN,2020-11-23,6343,24,276500,24,
FSM,2021-06-23,0,0,1,0,
KY,2020-08-30,531,10,53580,10,
NJ,2020-04-09,3590,196,51027,196,
AZ,2020-03-31,132,4,1289,4,
DC,2022-01-10,6238,6,116278,6,90.0
DC,2020-10-13,46,0,16068,0,
MN,2022-01-05,4140,71,1049310,71,71.8
OR,2020-05-11,58,3,3286,3,
FSM,2020-08-06,0,0,0,0,
RI,2020-10-26,183,1,29525,1,
FSM,2021-02-08,0,0,1,0,
NJ,2021-09-16,2958,26,1126322,26,71.5
VA,2021-12-07,2850,40,988147,40,76.5
LA,2021-12-28,4313,8,806850,8,57.2
DC,2021-12-08,128,0,68262,0,83.5
MN,2020-04-09,94,7,1336,7,
KY,2021-04-09,683,10,433942,10,35.1
DC,2022-01-12,1216,3,118802,3,90.3
RI,2021-04-22,369,2,138636,2,47.5
WY,2021-08-26,467,0,72995,0,44.7
LA,2022-02-24,831,25,1161957,25,60.0
RI,2021-08-19,308,4,151074,4,70.0
MN,2022-01-09,0,0,1064065,0,72.1
FSM,2020-06-18,0,0,0,0,
